Survived,PassengerClass,Sex,Age,SiblingsSpouses,ParentsChildren,TicketFare,Title,Deck,FamilySize,IsAlone,Port
1,1,female,35.0,1,0,52.0,Mrs,Unknown,2,0,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,2,male,18.0,0,0,73.5,Mr,Unknown,1,1,Southampton
0,3,male,1.0,5,2,46.9,Master,Unknown,8,0,Southampton
1,2,female,36.0,0,0,13.0,Miss,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.7292,Mr,Unknown,1,1,Queenstown
1,2,female,17.0,0,0,12.0,Miss,Unknown,1,1,Cherbourg
1,1,male,36.0,1,2,120.0,Mr,B,4,0,Southampton
1,3,male,21.0,0,0,7.7958,Mr,Unknown,1,1,Southampton
0,3,male,28.0,2,0,7.925,Mr,Unknown,3,0,Southampton
1,1,female,23.0,1,0,113.275,Miss,D,2,0,Cherbourg
1,3,female,24.0,0,2,16.7,Mrs,G,3,0,Southampton
0,3,male,22.0,0,0,7.7958,Mr,Unknown,1,1,Southampton
0,3,female,31.0,0,0,7.8542,Miss,Unknown,1,1,Southampton
0,2,male,46.0,0,0,26.0,Mr,Unknown,1,1,Southampton
0,2,male,23.0,0,0,10.5,Dr,Unknown,1,1,Southampton
1,2,female,28.0,0,0,12.65,Mrs,Unknown,1,1,Southampton
1,3,male,39.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,3,male,26.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,3,female,21.0,1,0,9.825,Miss,Unknown,2,0,Southampton
0,3,male,28.0,1,0,15.85,Mr,Unknown,2,0,Southampton
0,3,female,20.0,0,0,8.6625,Miss,Unknown,1,1,Southampton
0,2,male,34.0,1,0,21.0,Mr,Unknown,2,0,Southampton
0,3,male,51.0,0,0,7.75,Mr,Unknown,1,1,Southampton
1,2,male,3.0,1,1,18.75,Master,Unknown,3,0,Southampton
0,3,male,21.0,0,0,7.775,Mr,Unknown,1,1,Southampton
0,3,female,21.5,3,1,25.4667,Miss,Unknown,5,0,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,6.8583,Mr,Unknown,1,1,Queenstown
1,1,female,33.0,1,0,90.0,Miss,C,2,0,Queenstown
0,2,male,30.0,0,0,0.0,Mr,Unknown,1,1,Southampton
1,3,male,44.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,3,female,21.5,0,0,8.05,Mrs,Unknown,1,1,Southampton
1,2,female,34.0,1,1,32.5,Mrs,Unknown,3,0,Southampton
1,2,female,18.0,0,2,13.0,Miss,Unknown,3,0,Southampton
0,2,male,30.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,female,10.0,0,2,24.15,Miss,Unknown,3,0,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Cherbourg
0,3,male,21.0,0,0,7.7333,Mr,Unknown,1,1,Queenstown
0,3,male,29.0,0,0,7.875,Mr,Unknown,1,1,Southampton
0,3,female,28.0,1,1,14.4,Mrs,Unknown,3,0,Southampton
0,3,male,18.0,1,1,20.2125,Mr,Unknown,3,0,Southampton
0,3,male,25.0,0,0,7.25,Mr,Unknown,1,1,Southampton
1,2,female,28.0,1,0,26.0,Mrs,Unknown,2,0,Southampton
1,2,female,19.0,0,0,26.0,Miss,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
1,3,male,32.0,0,0,8.05,Mr,E,1,1,Southampton
1,1,male,28.0,0,0,26.55,Mr,C,1,1,Southampton
1,3,female,21.5,1,0,16.1,Mrs,Unknown,2,0,Southampton
1,2,female,42.0,1,0,26.0,Mrs,Unknown,2,0,Southampton
0,3,male,17.0,0,0,7.125,Mr,Unknown,1,1,Southampton
0,1,male,50.0,1,0,55.9,Mr,E,2,0,Southampton
1,1,female,14.0,1,2,120.0,Miss,B,4,0,Southampton
0,3,female,21.0,2,2,34.375,Miss,Unknown,5,0,Southampton
1,2,female,24.0,2,3,18.75,Mrs,Unknown,6,0,Southampton
0,1,male,64.0,1,4,263.0,Mr,C,6,0,Southampton
0,2,male,31.0,0,0,10.5,Mr,Unknown,1,1,Southampton
1,2,female,45.0,1,1,26.25,Mrs,Unknown,3,0,Southampton
0,3,male,20.0,0,0,9.5,Mr,Unknown,1,1,Southampton
0,3,male,25.0,1,0,7.775,Mr,Unknown,2,0,Southampton
1,2,female,28.0,0,0,13.0,Miss,Unknown,1,1,Southampton
1,3,male,25.0,0,0,8.1125,Mr,Unknown,1,1,Southampton
1,1,male,4.0,0,2,81.8583,Master,A,3,0,Southampton
1,2,female,13.0,0,1,19.5,Miss,Unknown,2,0,Southampton
1,1,male,34.0,0,0,26.55,Mr,Unknown,1,1,Southampton
1,3,female,5.0,2,1,19.2583,Miss,Unknown,4,0,Cherbourg
1,1,male,52.0,0,0,30.5,Other,C,1,1,Southampton
0,2,male,36.0,1,2,27.75,Mr,Unknown,4,0,Southampton
0,3,male,25.0,1,0,19.9667,Mr,Unknown,2,0,Southampton
0,1,male,30.0,0,0,27.75,Mr,C,1,1,Cherbourg
1,1,male,49.0,1,0,89.1042,Mr,C,2,0,Cherbourg
0,3,male,25.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,male,29.0,0,0,7.8958,Mr,Unknown,1,1,Cherbourg
0,1,male,65.0,0,0,26.55,Mr,E,1,1,Southampton
1,1,female,35.0,1,0,51.8625,Mrs,D,2,0,Southampton
1,2,female,50.0,0,0,10.5,Miss,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
1,1,male,48.0,0,0,26.55,Mr,E,1,1,Southampton
0,3,male,34.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,1,male,47.0,0,0,38.5,Mr,E,1,1,Southampton
0,2,male,48.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,3,male,38.0,0,0,7.05,Mr,Unknown,1,1,Southampton
0,2,male,30.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,1,male,56.0,0,0,26.55,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.725,Mr,Unknown,1,1,Queenstown
1,3,female,0.75,2,1,19.2583,Miss,Unknown,4,0,Cherbourg
0,3,male,25.0,0,0,7.25,Mr,Unknown,1,1,Southampton
0,3,male,38.0,0,0,8.6625,Mr,Unknown,1,1,Southampton
1,2,female,33.0,1,2,27.75,Mrs,Unknown,4,0,Southampton
1,2,female,23.0,0,0,13.7917,Mrs,D,1,1,Cherbourg
0,3,female,22.0,0,0,9.8375,Miss,Unknown,1,1,Southampton
0,1,male,40.0,0,0,52.0,Mr,A,1,1,Southampton
0,2,male,34.0,1,0,21.0,Mr,Unknown,2,0,Southampton
0,3,male,29.0,1,0,7.0458,Mr,Unknown,2,0,Southampton
0,3,male,22.0,0,0,7.5208,Mr,Unknown,1,1,Southampton
1,3,female,2.0,0,1,12.2875,Miss,Unknown,2,0,Southampton
0,3,male,9.0,5,2,46.9,Master,Unknown,8,0,Southampton
0,2,male,30.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,3,male,50.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,female,63.0,0,0,9.5875,Mrs,Unknown,1,1,Southampton
1,1,male,25.0,1,0,91.0792,Mr,B,2,0,Cherbourg
0,3,female,21.5,3,1,25.4667,Miss,Unknown,5,0,Southampton
1,1,female,35.0,1,0,90.0,Mrs,C,2,0,Southampton
0,1,male,58.0,0,0,29.7,Mr,B,1,1,Cherbourg
0,3,male,30.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,male,9.0,1,1,15.9,Master,Unknown,3,0,Southampton
0,3,male,25.0,1,0,19.9667,Mr,Unknown,2,0,Southampton
0,3,male,21.0,0,0,7.25,Mr,Unknown,1,1,Southampton
0,1,male,55.0,0,0,30.5,Mr,C,1,1,Southampton
0,1,male,71.0,0,0,49.5042,Mr,Unknown,1,1,Cherbourg
0,3,male,21.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,14.4583,Mr,Unknown,1,1,Cherbourg
1,1,female,54.0,1,0,78.2667,Miss,D,2,0,Cherbourg
0,3,male,25.0,0,0,15.1,Mr,Unknown,1,1,Southampton
0,1,female,25.0,1,2,151.55,Mrs,C,4,0,Southampton
0,3,male,24.0,0,0,7.7958,Mr,Unknown,1,1,Southampton
0,3,male,17.0,0,0,8.6625,Mr,Unknown,1,1,Southampton
0,3,female,21.0,0,0,7.75,Miss,Unknown,1,1,Queenstown
0,3,female,21.5,0,0,7.6292,Miss,Unknown,1,1,Queenstown
0,3,female,37.0,0,0,9.5875,Miss,Unknown,1,1,Southampton
1,1,female,16.0,0,0,86.5,Miss,B,1,1,Southampton
0,1,male,18.0,1,0,108.9,Mr,C,2,0,Cherbourg
1,2,female,33.0,0,2,26.0,Mrs,Unknown,3,0,Southampton
1,1,male,40.0,0,0,26.55,Mr,Unknown,1,1,Southampton
0,3,male,28.0,0,0,22.525,Mr,Unknown,1,1,Southampton
1,3,male,26.0,0,0,56.4958,Mr,Unknown,1,1,Southampton
1,3,male,29.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
0,3,male,25.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,1,male,36.0,0,0,26.2875,Mr,E,1,1,Southampton
1,1,female,54.0,1,0,59.4,Mrs,Unknown,2,0,Cherbourg
0,3,male,24.0,0,0,7.4958,Mr,Unknown,1,1,Southampton
0,1,male,47.0,0,0,34.0208,Mr,D,1,1,Southampton
1,2,female,34.0,0,0,10.5,Mrs,F,1,1,Southampton
0,3,male,25.0,0,0,24.15,Mr,Unknown,1,1,Queenstown
1,2,female,36.0,1,0,26.0,Mrs,Unknown,2,0,Southampton
0,3,male,32.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,female,30.0,0,0,93.5,Miss,B,1,1,Southampton
0,3,male,22.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
1,1,female,44.0,0,1,57.9792,Mrs,B,2,0,Cherbourg
0,3,male,25.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
0,3,male,40.5,0,0,7.75,Mr,Unknown,1,1,Queenstown
1,2,female,50.0,0,0,10.5,Miss,Unknown,1,1,Southampton
0,1,male,40.0,0,0,221.7792,Mr,C,1,1,Southampton
0,3,male,39.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,2,male,23.0,2,1,11.5,Mr,Unknown,4,0,Southampton
1,2,female,2.0,1,1,26.0,Miss,Unknown,3,0,Southampton
0,3,male,25.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
0,3,male,17.0,1,1,7.2292,Mr,Unknown,3,0,Cherbourg
1,3,female,21.5,0,2,22.3583,Mrs,Unknown,3,0,Cherbourg
0,3,female,30.0,0,0,8.6625,Miss,Unknown,1,1,Southampton
1,2,female,7.0,0,2,26.25,Miss,Unknown,3,0,Southampton
0,1,male,45.0,0,0,26.55,Other,B,1,1,Southampton
1,1,female,30.0,0,0,106.425,Miss,Unknown,1,1,Cherbourg
0,3,male,25.0,0,0,14.5,Mr,Unknown,1,1,Southampton
1,1,female,22.0,0,2,49.5,Miss,B,3,0,Cherbourg
1,1,female,36.0,0,2,71.0,Miss,B,3,0,Southampton
0,3,female,9.0,4,2,31.275,Miss,Unknown,7,0,Southampton
0,3,female,11.0,4,2,31.275,Miss,Unknown,7,0,Southampton
1,2,male,32.0,1,0,26.0,Mr,Unknown,2,0,Southampton
0,1,male,50.0,1,0,106.425,Mr,C,2,0,Cherbourg
0,1,male,64.0,0,0,26.0,Mr,Unknown,1,1,Southampton
1,2,female,19.0,1,0,26.0,Mrs,Unknown,2,0,Southampton
1,2,male,30.0,0,0,13.8625,Mr,Unknown,1,1,Cherbourg
0,3,male,33.0,1,1,20.525,Mr,Unknown,3,0,Southampton
1,2,male,8.0,1,1,36.75,Master,Unknown,3,0,Southampton
1,1,male,17.0,0,2,110.8833,Mr,C,3,0,Cherbourg
0,2,male,27.0,0,0,26.0,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.8292,Mr,Unknown,1,1,Queenstown
1,3,male,22.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
1,3,female,22.0,0,0,7.775,Miss,Unknown,1,1,Southampton
0,1,male,62.0,0,0,26.55,Mr,Unknown,1,1,Southampton
1,1,female,48.0,1,0,39.6,Other,A,2,0,Cherbourg
0,1,male,40.0,0,0,227.525,Mr,Unknown,1,1,Cherbourg
1,1,female,39.0,1,1,79.65,Mrs,E,3,0,Southampton
1,3,female,36.0,1,0,17.4,Mrs,Unknown,2,0,Southampton
0,3,male,25.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
0,3,male,40.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,2,male,28.0,0,0,13.5,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,3,female,21.5,0,0,8.05,Miss,Unknown,1,1,Southampton
0,3,male,24.0,2,0,24.15,Mr,Unknown,3,0,Southampton
0,3,male,19.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,female,29.0,0,4,21.075,Mrs,Unknown,5,0,Southampton
0,3,male,25.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
1,3,male,32.0,0,0,7.8542,Mr,Unknown,1,1,Southampton
1,2,male,62.0,0,0,10.5,Mr,Unknown,1,1,Southampton
1,1,female,53.0,2,0,51.4792,Mrs,C,3,0,Southampton
1,1,male,36.0,0,0,26.3875,Mr,E,1,1,Southampton
1,3,female,21.5,0,0,7.75,Miss,Unknown,1,1,Queenstown
0,3,male,16.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,3,male,19.0,0,0,14.5,Mr,Unknown,1,1,Southampton
1,2,female,34.0,0,0,13.0,Miss,Unknown,1,1,Southampton
1,1,female,39.0,1,0,55.9,Mrs,E,2,0,Southampton
0,3,female,21.5,1,0,14.4583,Mrs,Unknown,2,0,Cherbourg
1,3,male,32.0,0,0,7.925,Mr,Unknown,1,1,Southampton
1,2,female,25.0,1,1,30.0,Miss,Unknown,3,0,Southampton
1,1,female,39.0,1,1,110.8833,Mrs,C,3,0,Cherbourg
0,2,male,54.0,0,0,26.0,Mr,Unknown,1,1,Southampton
0,1,male,36.0,0,0,40.125,Mr,A,1,1,Cherbourg
0,3,male,25.0,0,0,8.7125,Mr,Unknown,1,1,Cherbourg
1,1,female,18.0,0,2,79.65,Miss,E,3,0,Southampton
0,2,male,47.0,0,0,15.0,Mr,Unknown,1,1,Southampton
1,1,male,60.0,1,1,79.2,Mr,B,3,0,Cherbourg
0,3,male,22.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,8.05,Mr,Unknown,1,1,Southampton
0,3,male,35.0,0,0,7.125,Mr,Unknown,1,1,Southampton
1,1,female,52.0,1,0,78.2667,Mrs,D,2,0,Cherbourg
0,3,male,47.0,0,0,7.25,Mr,Unknown,1,1,Southampton
0,3,female,21.5,0,2,7.75,Miss,Unknown,3,0,Queenstown
0,2,male,37.0,1,0,26.0,Mr,Unknown,2,0,Southampton
0,3,male,36.0,1,1,24.15,Mr,Unknown,3,0,Southampton
1,2,female,28.0,0,0,33.0,Miss,Unknown,1,1,Southampton
0,3,male,49.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
1,1,male,49.0,1,0,56.9292,Other,A,2,0,Cherbourg
1,2,female,24.0,2,1,27.0,Mrs,Unknown,4,0,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,1,male,40.0,0,0,42.4,Mr,Unknown,1,1,Southampton
0,3,male,44.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,1,male,35.0,0,0,26.55,Mr,Unknown,1,1,Cherbourg
0,3,male,36.0,1,0,15.55,Mr,Unknown,2,0,Southampton
0,3,male,30.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,male,27.0,0,0,30.5,Mr,Unknown,1,1,Southampton
1,2,female,22.0,1,2,41.5792,Mrs,Unknown,4,0,Cherbourg
1,1,female,40.0,0,0,153.4625,Miss,C,1,1,Southampton
0,3,female,39.0,1,5,31.275,Mrs,Unknown,7,0,Southampton
0,3,male,25.0,0,0,7.05,Mr,Unknown,1,1,Southampton
1,3,female,21.5,1,0,15.5,Miss,Unknown,2,0,Queenstown
0,3,male,25.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
0,3,male,35.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,2,female,24.0,1,2,65.0,Miss,Unknown,4,0,Southampton
0,3,male,34.0,1,1,14.4,Mr,Unknown,3,0,Southampton
0,3,female,26.0,1,0,16.1,Mrs,Unknown,2,0,Southampton
1,2,female,4.0,2,1,39.0,Miss,F,4,0,Southampton
0,2,male,26.0,0,0,10.5,Mr,Unknown,1,1,Southampton
0,3,male,27.0,1,0,14.4542,Mr,Unknown,2,0,Cherbourg
1,1,male,42.0,1,0,52.5542,Mr,D,2,0,Southampton
1,3,male,20.0,1,1,15.7417,Mr,Unknown,3,0,Cherbourg
0,3,male,21.0,0,0,7.8542,Mr,Unknown,1,1,Southampton
0,3,male,21.0,0,0,16.1,Mr,Unknown,1,1,Southampton
0,1,male,61.0,0,0,32.3208,Mr,D,1,1,Southampton
0,2,male,57.0,0,0,12.35,Other,Unknown,1,1,Queenstown
1,1,female,21.0,0,0,77.9583,Miss,D,1,1,Southampton
0,3,male,26.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.7333,Mr,Unknown,1,1,Queenstown
1,1,male,80.0,0,0,30.0,Mr,A,1,1,Southampton
0,3,male,51.0,0,0,7.0542,Mr,Unknown,1,1,Southampton
1,1,male,32.0,0,0,30.5,Dr,B,1,1,Cherbourg
0,1,male,40.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,3,female,9.0,3,2,27.9,Miss,Unknown,6,0,Southampton
1,2,female,28.0,0,0,13.0,Miss,Unknown,1,1,Southampton
0,3,male,32.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,2,male,31.0,1,1,26.25,Mr,Unknown,3,0,Southampton
0,3,female,41.0,0,5,39.6875,Mrs,Unknown,6,0,Southampton
0,3,male,25.0,1,0,16.1,Mr,Unknown,2,0,Southampton
0,3,male,20.0,0,0,7.8542,Mr,Unknown,1,1,Southampton
1,1,female,24.0,0,0,69.3,Miss,B,1,1,Cherbourg
0,3,female,2.0,3,2,27.9,Miss,Unknown,6,0,Southampton
1,3,male,25.0,0,0,56.4958,Mr,Unknown,1,1,Southampton
1,3,female,0.75,2,1,19.2583,Miss,Unknown,4,0,Cherbourg
1,1,male,48.0,1,0,76.7292,Mr,D,2,0,Cherbourg
0,3,male,19.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,male,56.0,0,0,35.5,Other,A,1,1,Cherbourg
0,3,male,25.0,0,0,7.55,Mr,Unknown,1,1,Southampton
1,3,female,23.0,0,0,7.55,Miss,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,2,female,18.0,0,1,23.0,Miss,Unknown,2,0,Southampton
0,3,male,21.0,0,0,8.4333,Mr,Unknown,1,1,Southampton
1,3,female,21.5,0,0,7.8292,Miss,Unknown,1,1,Queenstown
0,3,female,18.0,0,0,6.75,Miss,Unknown,1,1,Queenstown
0,2,male,24.0,2,0,73.5,Mr,Unknown,3,0,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,female,32.0,1,1,15.5,Mrs,Unknown,3,0,Queenstown
0,2,male,23.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,1,male,58.0,0,2,113.275,Mr,D,3,0,Cherbourg
1,1,male,50.0,2,0,133.65,Dr,Unknown,3,0,Southampton
0,3,male,40.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
0,1,male,47.0,0,0,25.5875,Mr,E,1,1,Southampton
0,3,male,36.0,0,0,7.4958,Mr,Unknown,1,1,Southampton
1,3,male,20.0,1,0,7.925,Mr,Unknown,2,0,Southampton
0,2,male,32.0,2,0,73.5,Mr,Unknown,3,0,Southampton
0,2,male,25.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.775,Mr,Unknown,1,1,Southampton
0,3,male,43.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,1,female,35.0,1,0,52.0,Mrs,C,2,0,Southampton
1,2,female,40.0,1,1,39.0,Mrs,Unknown,3,0,Southampton
0,1,male,31.0,1,0,52.0,Mr,B,2,0,Southampton
0,2,male,70.0,0,0,10.5,Mr,Unknown,1,1,Southampton
1,2,male,31.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,2,male,30.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,3,male,18.0,0,0,7.775,Mr,Unknown,1,1,Southampton
0,3,male,24.5,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,female,18.0,0,0,9.8417,Miss,Unknown,1,1,Southampton
0,3,female,43.0,1,6,46.9,Mrs,Unknown,8,0,Southampton
1,1,male,36.0,0,1,512.3292,Mr,B,2,0,Cherbourg
0,3,female,21.5,0,0,8.1375,Miss,Unknown,1,1,Queenstown
1,1,male,27.0,0,0,76.7292,Mr,D,1,1,Cherbourg
0,3,male,20.0,0,0,9.225,Mr,Unknown,1,1,Southampton
0,3,male,14.0,5,2,46.9,Mr,Unknown,8,0,Southampton
0,2,male,60.0,1,1,39.0,Mr,Unknown,3,0,Southampton
0,2,male,25.0,1,2,41.5792,Mr,Unknown,4,0,Cherbourg
0,3,male,14.0,4,1,39.6875,Mr,Unknown,6,0,Southampton
0,3,male,19.0,0,0,10.1708,Mr,Unknown,1,1,Southampton
0,3,male,18.0,0,0,7.7958,Mr,Unknown,1,1,Southampton
1,1,female,15.0,0,1,211.3375,Miss,B,2,0,Southampton
1,1,male,31.0,1,0,57.0,Mr,B,2,0,Southampton
1,3,female,4.0,0,1,13.4167,Miss,Unknown,2,0,Cherbourg
1,3,male,25.0,0,0,56.4958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
0,1,male,60.0,0,0,26.55,Other,Unknown,1,1,Southampton
0,2,male,52.0,0,0,13.5,Mr,Unknown,1,1,Southampton
0,3,male,44.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,female,21.5,0,0,7.7333,Miss,Unknown,1,1,Queenstown
0,1,male,49.0,1,1,110.8833,Mr,C,3,0,Cherbourg
0,3,male,42.0,0,0,7.65,Mr,F,1,1,Southampton
1,1,female,18.0,1,0,227.525,Mrs,C,2,0,Cherbourg
1,1,male,35.0,0,0,26.2875,Mr,E,1,1,Southampton
0,3,female,18.0,0,1,14.4542,Miss,Unknown,2,0,Cherbourg
0,3,male,25.0,0,0,7.7417,Mr,Unknown,1,1,Queenstown
0,3,male,26.0,1,0,7.8542,Mr,Unknown,2,0,Southampton
0,2,male,39.0,0,0,26.0,Mr,Unknown,1,1,Southampton
1,2,female,45.0,0,0,13.5,Mrs,Unknown,1,1,Southampton
1,1,male,42.0,0,0,26.2875,Mr,E,1,1,Southampton
1,1,female,22.0,0,0,151.55,Miss,Unknown,1,1,Southampton
1,3,male,25.0,1,1,15.2458,Master,Unknown,3,0,Cherbourg
1,1,female,24.0,0,0,49.5042,Miss,C,1,1,Cherbourg
0,1,male,40.0,0,0,26.55,Mr,C,1,1,Southampton
1,1,male,48.0,1,0,52.0,Mr,C,2,0,Southampton
0,3,male,29.0,0,0,9.4833,Mr,Unknown,1,1,Southampton
0,2,male,52.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,male,19.0,0,0,7.65,Mr,F,1,1,Southampton
1,1,female,38.0,0,0,227.525,Miss,C,1,1,Cherbourg
1,2,female,27.0,0,0,10.5,Miss,E,1,1,Southampton
0,3,male,25.0,0,0,15.5,Mr,Unknown,1,1,Queenstown
0,3,male,33.0,0,0,7.775,Mr,Unknown,1,1,Southampton
1,2,female,6.0,0,1,33.0,Miss,Unknown,2,0,Southampton
0,3,male,17.0,1,0,7.0542,Mr,Unknown,2,0,Southampton
0,2,male,34.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,2,male,50.0,0,0,13.0,Mr,Unknown,1,1,Southampton
1,1,male,27.0,1,0,53.1,Mr,E,2,0,Southampton
0,3,male,20.0,0,0,8.6625,Mr,Unknown,1,1,Southampton
1,2,female,30.0,3,0,21.0,Mrs,Unknown,4,0,Southampton
1,3,female,21.5,0,0,7.7375,Miss,Unknown,1,1,Queenstown
0,2,male,25.0,1,0,26.0,Mr,Unknown,2,0,Southampton
0,3,female,25.0,1,0,7.925,Miss,Unknown,2,0,Southampton
1,1,female,29.0,0,0,211.3375,Miss,B,1,1,Southampton
0,3,male,11.0,0,0,18.7875,Mr,Unknown,1,1,Cherbourg
0,2,male,30.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,2,male,23.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,2,male,23.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,male,28.5,0,0,16.1,Mr,Unknown,1,1,Southampton
0,3,female,48.0,1,3,34.375,Mrs,Unknown,5,0,Southampton
1,1,male,35.0,0,0,512.3292,Mr,B,1,1,Cherbourg
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,male,40.0,0,0,30.0,Mr,D,1,1,Southampton
0,1,male,36.0,1,0,78.85,Mr,C,2,0,Southampton
1,1,female,21.0,2,2,262.375,Miss,B,5,0,Cherbourg
0,3,male,24.0,1,0,16.1,Mr,Unknown,2,0,Southampton
1,3,male,31.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,1,male,70.0,1,1,71.0,Other,B,3,0,Southampton
0,3,male,16.0,1,1,20.25,Mr,Unknown,3,0,Southampton
1,2,female,30.0,0,0,13.0,Miss,Unknown,1,1,Southampton
0,1,male,19.0,1,0,53.1,Mr,D,2,0,Southampton
0,3,male,31.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
1,2,female,4.0,1,1,23.0,Miss,Unknown,3,0,Southampton
1,3,male,6.0,0,1,12.475,Master,E,2,0,Southampton
0,3,male,33.0,0,0,9.5,Mr,Unknown,1,1,Southampton
0,3,male,23.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,2,female,48.0,1,2,65.0,Mrs,Unknown,4,0,Southampton
1,2,male,0.67,1,1,14.5,Master,Unknown,3,0,Southampton
0,3,male,28.0,0,0,7.7958,Mr,Unknown,1,1,Southampton
0,2,male,18.0,0,0,11.5,Mr,Unknown,1,1,Southampton
0,3,male,34.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,1,female,33.0,0,0,86.5,Other,B,1,1,Southampton
0,3,male,25.0,0,0,14.5,Mr,Unknown,1,1,Southampton
0,3,male,41.0,0,0,7.125,Mr,Unknown,1,1,Southampton
1,3,male,20.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
1,1,female,36.0,1,2,120.0,Mrs,B,4,0,Southampton
0,3,male,16.0,0,0,7.775,Mr,Unknown,1,1,Southampton
1,1,female,51.0,1,0,77.9583,Mrs,D,2,0,Southampton
0,1,male,40.0,0,0,39.6,Dr,Unknown,1,1,Cherbourg
0,3,female,30.5,0,0,7.75,Miss,Unknown,1,1,Queenstown
